label,text
ham,Den only weekdays got special price Haiz Cant eat liao Cut nails oso muz wait until i finish drivin wat lunch still muz eat wat 
ham,Ok I din get ur msg
ham, collecting ur laptop then going to configure da settings izzit
ham,My stomach has been thru so much trauma I swear I just cant eat I better lose weight
spam,Call Germany for only 1 pence per minute Call from a fixed line via access number 0844 861 85 85 No prepayment Direct access wwwtelediscountcouk
ham,Hey Very inconvenient for your sis a not huh
ham,Sir i am waiting for your call
ham,Both  i shoot big loads so get ready
ham,Imagine Life WITHOUT ME see How fast u are searching meDont worry lm always there To disturb U Goodnoon
spam,Free msg Single Find a partner in your area 1000s of real people are waiting to chat nowSend CHAT to 62220Cncl send STOPCS 08717890890150 per msg
spam," we sell regalis for an affordable price
hi 
regalis  also known as superviagra or cialis
 half a pill lasts all weekend
 has less sideeffects
 has higher success rate
now you can buy regalis  for over 70  cheaper than the equivilent brand for sale in us
we ship world wide  and no prescription is required  
even if you  re not impotent  regalis will increase size  pleasure and power 
try it today you wont regret 
get it here  http    koolrx  com  sup 
best regards 
jeremy stones
no thanks  http    koolrx  com  rm  html
"
ham,That means from february to april ill be getting a place to stay down there so i dont have to hustle back and forth during audition season as i have since my sister moved away from harlem
ham,Go chase after her and run her over while shes crossing the street
ham, Was really good to see you the other day dudette been missing you
ham,Do you work all this week 
ham,None of thats happening til you get here though
spam," god bless you
dr  nkem george 
bank of the north 
victoria island branch 
lagos  nigeria 
my dear friend 
i am dr  nkem george   branch manager with bank of
the north  victoria island branch  lagos  nigeria 
i have an urgent and very profitable business
proposition for you that should be handled with
extreme confidentiality 
on january 6  1999 a foreign oil consultant and
contractor with the nigerian national petroleum
corporation  nnpc  mr  james herbert by name made a
numbered time fixed deposit for twelve calendar months
valued at us  38  6 m  thirty eight million  six hundred
united states dollars only  in my branch 
upon maturity i sent a routine notification in
accordance with the bank policy to his forwarding
address but got no reply 
after a month we sent a reminder and finally we
discovered from his contract employers the nigerian
national petroleum corporation  nnpc  that mr  james
herbert died from an automobile accident 
on further investigation  we found out that he died
without making a will and all attempts to trace his
next of kin was fruitless  i therefore made further
investigations and discovered that mr  james herbert
did not declare any next of kin or relations in all
his official documents including his bank deposit
paperwork in my bank 
this sum of us  38  6 m has been carefully moved out of
my bank to a security company in europe for
safekeeping 
no one will ever come forward to claim it and
according to nigerian law  at the expiration of 5 and
half years the money will revert to the ownership of the
nigerian government if nobody applies to claim the
fund 
this prompted us to contact you  we will like to front
you as the next of kin of our late client thereby
making you the legal beneficiary of the sum of  38  6
million u  s dollars that is presently in a security
company in europe 
i contacted you because it is against our code of
ethics to own and operate foreign accounts and your
assistance would be needed to claim the money in the
security company in europe 
we have unanimously agreed that 25  of the entire sum
would be for you if you agree to take part in this
profitable transaction  70  for me and 2 of my
colleagues while the remaining 5  would be used to pay
back the expenses that may be incurred during the
course of the transaction by both parties after the
fund has been claimed and lodged in your account 
in the event that you are genuinely interested in the
transaction  the following information would be needed
from you to expedite action 
1  your full name and address that would be used to
establish you as the next of kin of our late client
thereby making you the legal beneficiary of the fund 
this would ensure that the security company in europe
releases the consignment  fund to you 
2  your private mobile  telphone and fax numbers where
you can be reached at all time because this
transaction entails constant communication 
the transaction is 100  risk free as all modalities
has been perfected to ensure the hitch free success of
the transaction 
if you are interested  send the requested information
via email
i await your response urgently 
regards 
dr  nkem george 

"
spam,Thanks for your Ringtone Order Reference T91 You will be charged GBP 4 per week You can unsubscribe at anytime by calling customer services on 09057039994
spam," check the superb specials on top  selling r  xdrugs 
if you demand quality relief  check our store for top  selling medicals on
pain  stress  male reproductive tissue dysfunction  stress  man  s care 
raised cholesterol  obesity  muscle  relaxant and sleeping aids 
   your services are really convenient  with quick shipment  i got my
or  der without any delay  i will refer your site to others who like to
receive a cut on bucks spent for taablets    sunny g  in wa
it is a top choice for you  have your case profile checked by licensed
physicians without any  charge 
http    gwxl  fy  perfectfate  com  roc 
through the little grounds  and stopped for no other purpose than to say 
on the open balcony  smoking a cigarette in the cool air  which was
and change the box for tuesday  it would be a pity to be divided 
"
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing
ham,Hey u still at the gym
ham,Where in abj are you serving Are you staying with dad or alone
